group_id,representative_index,duplicate_index,match_reason,representative_title,duplicate_title
962,998,7924,doi,Comparative impacts of fragmented versus spherical microplastics on the marine rotifer Brachionus koreanus: Multigenerational chronic toxicity and multi-omics perspective.,Comparative impacts of fragmented versus spherical microplastics on the marine rotifer Brachionus koreanus: Multigenerational chronic toxicity and multi-omics perspective
962,998,11197,doi,Comparative impacts of fragmented versus spherical microplastics on the marine rotifer Brachionus koreanus: Multigenerational chronic toxicity and multi-omics perspective.,Comparative impacts of fragmented versus spherical microplastics on the marine rotifer Brachionus koreanus: Multigenerational chronic toxicity and multi-omics perspective.
963,999,4406,doi,"Integrating biological age, epigenetic clocks, and telomere length in precision nutrition strategies for chronic disease management: Potential frameworks and ongoing challenges.","Integrating biological age, epigenetic clocks, and telomere length in precision nutrition strategies for chronic disease management: Potential frameworks and ongoing challenges."
963,999,7841,doi,"Integrating biological age, epigenetic clocks, and telomere length in precision nutrition strategies for chronic disease management: Potential frameworks and ongoing challenges.","Integrating biological age, epigenetic clocks, and telomere length in precision nutrition strategies for chronic disease management: Potential frameworks and ongoing challenges: Biological age and precision nutrition"
963,999,11146,doi,"Integrating biological age, epigenetic clocks, and telomere length in precision nutrition strategies for chronic disease management: Potential frameworks and ongoing challenges.","Integrating biological age, epigenetic clocks, and telomere length in precision nutrition strategies for chronic disease management: Potential frameworks and ongoing challenges."
964,11215,1002,doi,The Role of Precision Nutrition in Kidney Disease.,The Role of Precision Nutrition in Kidney Disease.
964,11215,4407,title_year,The Role of Precision Nutrition in Kidney Disease.,The Role of Precision Nutrition in Kidney Disease.
964,11215,8741,transitive_exact_match,The Role of Precision Nutrition in Kidney Disease.,The Role of Precision Nutrition in Kidney Disease
965,2622,1004,doi,Multi‐Omics Analyses Reveal Relationships Between Gut Microbiota and Frailty,Multi-Omics Analyses Reveal Relationships Between Gut Microbiota and Frailty.
965,2622,4408,transitive_exact_match,Multi‐Omics Analyses Reveal Relationships Between Gut Microbiota and Frailty,Multi-Omics Analyses Reveal Relationships Between Gut Microbiota and Frailty.
965,2622,7793,transitive_exact_match,Multi‐Omics Analyses Reveal Relationships Between Gut Microbiota and Frailty,Multi-Omics Analyses Reveal Relationships Between Gut Microbiota and Frailty
966,1005,4409,doi,Comprehensive characterization of the RNA editing landscape in the human aging brains with Alzheimer's disease.,Comprehensive characterization of the RNA editing landscape in the human aging brains with Alzheimer's disease.
966,1005,7796,doi,Comprehensive characterization of the RNA editing landscape in the human aging brains with Alzheimer's disease.,Comprehensive characterization of the RNA editing landscape in the human aging brains with Alzheimer's disease
967,1006,4410,doi,Integrating Multiomics and Machine Learning: Senescence-Regulated ALMS1-IT1/miR-7c-5p/HMGA2 Axis as a Novel Therapeutic Target for Head and Neck Squamous Cell Carcinoma.,Integrating Multiomics and Machine Learning: Senescence-Regulated ALMS1-IT1/miR-7c-5p/HMGA2 Axis as a Novel Therapeutic Target for Head and Neck Squamous Cell Carcinoma.
967,1006,7811,doi,Integrating Multiomics and Machine Learning: Senescence-Regulated ALMS1-IT1/miR-7c-5p/HMGA2 Axis as a Novel Therapeutic Target for Head and Neck Squamous Cell Carcinoma.,Integrating Multiomics and Machine Learning: Senescence-Regulated ALMS1-IT1/miR-7c-5p/HMGA2 Axis as a Novel Therapeutic Target for Head and Neck Squamous Cell Carcinoma
967,1006,11203,doi,Integrating Multiomics and Machine Learning: Senescence-Regulated ALMS1-IT1/miR-7c-5p/HMGA2 Axis as a Novel Therapeutic Target for Head and Neck Squamous Cell Carcinoma.,Integrating Multiomics and Machine Learning: Senescence-Regulated ALMS1-IT1/miR-7c-5p/HMGA2 Axis as a Novel Therapeutic Target for Head and Neck Squamous Cell Carcinoma
968,2623,1007,doi,"Genetic Associations of Clonal Hematopoiesis With Cardioembolic Stroke: Insights From Genome‐Wide Mendelian Randomization, Bulk RNA , Single‐Cell RNA Sequencing","Genetic Associations of Clonal Hematopoiesis With Cardioembolic Stroke: Insights From Genome-Wide Mendelian Randomization, Bulk RNA, Single-Cell RNA Sequencing."
968,2623,4411,transitive_exact_match,"Genetic Associations of Clonal Hematopoiesis With Cardioembolic Stroke: Insights From Genome‐Wide Mendelian Randomization, Bulk RNA , Single‐Cell RNA Sequencing","Genetic Associations of Clonal Hematopoiesis With Cardioembolic Stroke: Insights From Genome-Wide Mendelian Randomization, Bulk RNA, Single-Cell RNA Sequencing."
968,2623,7804,transitive_exact_match,"Genetic Associations of Clonal Hematopoiesis With Cardioembolic Stroke: Insights From Genome‐Wide Mendelian Randomization, Bulk RNA , Single‐Cell RNA Sequencing","Genetic Associations of Clonal Hematopoiesis With Cardioembolic Stroke: Insights From Genome-Wide Mendelian Randomization, Bulk RNA, Single-Cell RNA Sequencing"
969,11221,1008,doi,Immuno-metabolic stress responses control longevity from mitochondrial translation inhibition in C. elegans,Immuno-metabolic stress responses control longevity from mitochondrial translation inhibition in C. elegans.
969,11221,4412,transitive_exact_match,Immuno-metabolic stress responses control longevity from mitochondrial translation inhibition in C. elegans,Immuno-metabolic stress responses control longevity from mitochondrial translation inhibition in C. elegans.
969,11221,8118,transitive_exact_match,Immuno-metabolic stress responses control longevity from mitochondrial translation inhibition in C. elegans,Immuno-metabolic stress responses control longevity from mitochondrial translation inhibition in C. elegans
970,1009,4413,doi,Alistipes senegalensis is Critically Involved in Gut Barrier Repair Mediated by Panax Ginseng Neutral Polysaccharides in Aged Mice.,Alistipes senegalensis is Critically Involved in Gut Barrier Repair Mediated by Panax Ginseng Neutral Polysaccharides in Aged Mice.
970,1009,7938,doi,Alistipes senegalensis is Critically Involved in Gut Barrier Repair Mediated by Panax Ginseng Neutral Polysaccharides in Aged Mice.,Alistipes senegalensis is Critically Involved in Gut Barrier Repair Mediated by Panax Ginseng Neutral Polysaccharides in Aged Mice
970,1009,11222,doi,Alistipes senegalensis is Critically Involved in Gut Barrier Repair Mediated by Panax Ginseng Neutral Polysaccharides in Aged Mice.,Alistipes senegalensis is Critically Involved in Gut Barrier Repair Mediated by Panax Ginseng Neutral Polysaccharides in Aged Mice
972,11223,1011,doi,Multiomics and cellular senescence profiling of aging human skeletal muscle uncovers Maraviroc as a senotherapeutic approach for sarcopenia,Multiomics and cellular senescence profiling of aging human skeletal muscle uncovers Maraviroc as a senotherapeutic approach for sarcopenia.
972,11223,1730,transitive_exact_match,Multiomics and cellular senescence profiling of aging human skeletal muscle uncovers Maraviroc as a senotherapeutic approach for sarcopenia,Multiomics and cellular senescence profiling of aging human skeletal muscle uncovers Maraviroc as a senotherapeutic approach for sarcopenia
972,11223,4415,transitive_exact_match,Multiomics and cellular senescence profiling of aging human skeletal muscle uncovers Maraviroc as a senotherapeutic approach for sarcopenia,Multiomics and cellular senescence profiling of aging human skeletal muscle uncovers Maraviroc as a senotherapeutic approach for sarcopenia.
972,11223,8121,transitive_exact_match,Multiomics and cellular senescence profiling of aging human skeletal muscle uncovers Maraviroc as a senotherapeutic approach for sarcopenia,Multiomics and cellular senescence profiling of aging human skeletal muscle uncovers Maraviroc as a senotherapeutic approach for sarcopenia
973,1012,4416,doi,Epigenetic age acceleration and allergic diseases: a bidirectional two-sample Mendelian randomization study.,Epigenetic age acceleration and allergic diseases: a bidirectional two-sample Mendelian randomization study.
973,1012,8119,doi,Epigenetic age acceleration and allergic diseases: a bidirectional two-sample Mendelian randomization study.,Epigenetic age acceleration and allergic diseases: a bidirectional two-sample Mendelian randomization study
974,1013,4417,doi,Multi-omics strategies to decode the molecular landscape of cellular senescence.,Multi-omics strategies to decode the molecular landscape of cellular senescence.
974,1013,7882,doi,Multi-omics strategies to decode the molecular landscape of cellular senescence.,Multi-omics strategies to decode the molecular landscape of cellular senescence
974,1013,11202,doi,Multi-omics strategies to decode the molecular landscape of cellular senescence.,Multi-Omics Strategies to Decode the Molecular Landscape of Cellular Senescence.
975,1014,4418,doi,Acupuncture modulates ovarian senescence through metabolic reprogramming: A multi-omics investigation in chemotherapy - induced POF model.,Acupuncture modulates ovarian senescence through metabolic reprogramming: A multi-omics investigation in chemotherapy - induced POF model.
975,1014,7947,doi,Acupuncture modulates ovarian senescence through metabolic reprogramming: A multi-omics investigation in chemotherapy - induced POF model.,Acupuncture modulates ovarian senescence through metabolic reprogramming: A multi-omics investigation in chemotherapy - induced POF model
975,1014,11216,doi,Acupuncture modulates ovarian senescence through metabolic reprogramming: A multi-omics investigation in chemotherapy - induced POF model.,Acupuncture modulates ovarian senescence through metabolic reprogramming: A multi-omics investigation in chemotherapy - induced POF model.
976,1015,4421,doi,Methylome analysis of FTLD patients with TDP-43 pathology identifies epigenetic signatures specific to pathological subtypes.,Methylome analysis of FTLD patients with TDP-43 pathology identifies epigenetic signatures specific to pathological subtypes.
976,1015,8116,doi,Methylome analysis of FTLD patients with TDP-43 pathology identifies epigenetic signatures specific to pathological subtypes.,Methylome analysis of FTLD patients with TDP-43 pathology identifies epigenetic signatures specific to pathological subtypes
976,1015,11224,doi,Methylome analysis of FTLD patients with TDP-43 pathology identifies epigenetic signatures specific to pathological subtypes.,Methylome analysis of FTLD patients with TDP-43 pathology identifies epigenetic signatures specific to pathological subtypes
977,1016,4423,doi,Mitochondrial dysfunction and aging: multidimensional mechanisms and therapeutic strategies.,Mitochondrial dysfunction and aging: multidimensional mechanisms and therapeutic strategies.
977,1016,7838,doi,Mitochondrial dysfunction and aging: multidimensional mechanisms and therapeutic strategies.,Mitochondrial dysfunction and aging: multidimensional mechanisms and therapeutic strategies
977,1016,11230,doi,Mitochondrial dysfunction and aging: multidimensional mechanisms and therapeutic strategies.,Mitochondrial dysfunction and aging: multidimensional mechanisms and therapeutic strategies
